UserID,Age,Gender,Education,Preferred Industry,career_label,Writing,Finance,Programming,Engineering,Healthcare,Design,Marketing,Technology,Entertainment,Sports,Arts
4563,37,0,0,3,Software Engineer,0,0,1,0,0,1,0,0,0,0,1
4564,34,1,1,2,Financial Analyst,0,0,1,0,0,0,0,1,0,0,0
4565,28,1,0,6,Data Scientist,0,0,1,1,0,1,0,0,0,0,0
4566,54,0,0,0,Artist,0,0,1,0,1,1,0,0,0,1,0
4567,36,1,0,3,Sports Coach,1,0,1,0,0,0,1,1,1,0,0
4568,50,1,0,0,Graphic Designer,1,0,1,0,0,0,0,0,1,0,0
4569,20,2,0,1,Data Scientist,0,1,0,0,0,0,1,1,0,1,0
4570,29,0,1,6,Teacher,0,0,0,0,0,0,0,0,1,0,0
4571,59,0,1,1,Mechanical Engineer,1,1,0,0,0,0,1,0,0,1,0
4572,57,1,1,2,Teacher,0,0,0,0,0,0,0,0,0,0,0
4573,30,2,0,6,Mechanical Engineer,1,0,1,1,1,1,0,0,0,0,0
4574,25,1,0,4,Graphic Designer,0,1,0,1,0,0,0,0,0,0,1
4575,56,2,0,4,Sports Coach,1,0,1,0,0,0,1,0,1,1,0
4576,48,0,1,2,Teacher,0,0,0,0,0,1,0,1,0,0,0
4577,23,2,0,4,Graphic Designer,0,0,1,0,1,0,1,0,0,0,1
4578,45,2,0,4,Data Scientist,0,0,1,0,0,1,0,0,0,0,1
4579,31,2,0,1,Artist,1,0,0,0,0,1,0,1,0,0,0
4580,38,2,0,4,Data Scientist,0,1,1,0,0,0,0,0,0,0,1
4581,57,2,0,1,Data Scientist,1,0,0,1,0,0,0,0,1,0,0
4582,37,2,0,3,Sports Coach,1,0,1,0,0,0,0,1,0,0,0
4583,21,0,0,3,Financial Analyst,0,0,1,1,0,0,0,0,0,0,0
4584,25,0,1,2,Sports Coach,1,0,0,0,0,0,1,0,0,0,0
4585,18,2,0,1,Mechanical Engineer,0,1,1,0,0,1,0,0,1,0,0
4586,44,2,0,6,Artist,1,0,0,0,0,0,0,0,0,0,1
4587,31,2,0,1,Financial Analyst,0,0,0,0,0,0,1,0,0,1,0
4588,51,2,0,0,Teacher,0,1,0,0,0,0,0,0,1,0,0
4589,34,2,0,0,Mechanical Engineer,1,1,0,0,0,0,0,0,1,1,0
4590,27,1,1,6,Doctor,1,0,1,0,1,1,0,0,0,0,0
4591,52,1,0,5,Data Scientist,1,0,0,1,0,0,0,0,0,1,0
4592,49,2,0,5,Teacher,1,0,0,0,0,0,0,1,0,0,0
4593,30,0,1,5,Financial Analyst,1,0,0,0,0,0,1,0,0,0,0
4594,54,2,0,5,Artist,0,0,0,0,0,0,1,0,1,0,0
4595,25,2,0,3,Sports Coach,0,1,0,0,0,1,1,1,0,0,0
4596,45,1,1,0,Sports Coach,0,0,0,0,0,1,0,1,0,0,0
4597,59,0,1,1,Teacher,1,0,0,0,1,0,0,0,0,0,0
4598,49,0,0,3,Financial Analyst,1,0,1,0,1,0,0,1,0,0,0
4599,18,0,0,0,Data Scientist,0,1,0,0,0,0,0,0,1,0,1
4600,48,0,1,2,Sports Coach,0,0,0,0,0,0,1,0,1,0,0
4601,52,1,0,1,Sports Coach,0,0,1,0,1,0,0,1,0,0,0
4602,34,0,0,2,Data Scientist,0,0,0,0,0,0,1,0,0,1,1
4603,26,0,0,6,Financial Analyst,0,0,0,0,0,0,1,0,0,1,0
4604,29,1,0,6,Doctor,0,1,0,1,1,1,0,0,0,0,0
4605,58,2,1,0,Data Scientist,0,1,0,0,0,1,0,1,0,0,0
4606,40,1,0,0,Artist,0,1,1,1,0,0,0,0,0,0,0
4607,24,2,0,4,Mechanical Engineer,1,1,1,0,0,0,0,1,1,0,0
4608,25,2,0,6,Doctor,1,0,0,0,0,1,0,0,0,1,0
4609,38,2,0,5,Software Engineer,1,0,1,1,0,0,0,0,1,0,0
4610,46,2,0,5,Data Scientist,0,0,1,0,1,1,1,0,0,0,0
4611,20,2,0,6,Software Engineer,0,1,0,0,0,1,0,1,0,0,0
4612,41,0,0,0,Doctor,0,0,0,0,1,1,0,0,0,0,0
4613,58,2,0,2,Teacher,0,0,1,1,0,1,0,0,1,0,0
4614,30,2,0,0,Graphic Designer,0,0,0,0,0,0,1,0,0,0,1
4615,36,1,0,5,Software Engineer,0,0,1,1,0,0,0,0,0,0,0
4616,33,0,0,2,Sports Coach,1,1,1,1,0,0,0,1,0,0,0
4617,34,1,0,0,Software Engineer,0,0,0,1,0,1,1,1,0,0,0
4618,31,1,0,6,Mechanical Engineer,0,0,0,0,0,1,0,1,0,0,0
4619,42,1,1,1,Sports Coach,0,1,0,0,1,0,1,0,0,0,0
4620,26,2,0,6,Sports Coach,1,0,0,0,0,0,0,0,1,0,0
4621,22,1,1,5,Doctor,0,0,0,0,0,1,0,0,0,0,0
4622,26,2,0,4,Doctor,1,1,0,0,0,1,0,1,1,0,0
4623,53,1,0,2,Mechanical Engineer,0,0,0,0,0,0,1,1,0,1,0
4624,54,1,1,4,Artist,0,0,1,0,0,1,0,0,0,1,0
4625,40,2,0,5,Sports Coach,0,0,0,0,1,0,1,0,0,0,0
4626,19,0,1,3,Financial Analyst,0,0,0,0,0,1,1,0,0,1,0
4627,52,2,0,0,Software Engineer,0,0,0,1,0,0,1,0,0,0,0
4628,23,0,1,3,Financial Analyst,0,1,1,0,0,1,0,0,1,0,0
4629,44,2,0,4,Mechanical Engineer,0,0,0,0,1,0,0,0,1,0,0
4630,22,1,1,1,Sports Coach,0,1,0,0,1,0,0,0,0,0,0
4631,41,0,0,2,Marketing Manager,0,0,1,1,0,0,0,0,0,0,1
4632,37,2,0,0,Financial Analyst,0,0,0,1,0,0,0,0,0,0,0
4633,51,2,0,3,Software Engineer,0,1,1,0,1,0,0,0,1,0,0
4634,48,0,0,5,Financial Analyst,0,0,0,0,1,1,0,0,1,0,0
4635,29,1,0,1,Financial Analyst,1,0,0,1,0,0,0,0,0,0,0
4636,60,2,0,6,Data Scientist,0,0,0,0,1,0,0,0,0,1,0
4637,23,0,0,4,Sports Coach,1,0,0,0,0,0,0,0,0,0,1
4638,59,0,0,3,Graphic Designer,0,0,1,0,0,0,0,0,1,0,1
4639,51,2,1,3,Marketing Manager,1,0,0,0,0,0,0,0,0,0,0
4640,46,2,0,6,Software Engineer,0,0,0,1,0,1,0,0,0,0,0
4641,44,1,0,0,Sports Coach,0,0,1,0,0,0,0,0,0,0,1
4642,38,2,0,6,Teacher,0,0,0,1,0,0,1,0,0,0,0
4643,33,2,0,5,Marketing Manager,0,0,1,0,1,0,0,0,0,1,0
4644,49,0,0,0,Financial Analyst,0,0,1,0,0,0,1,0,0,1,0
4645,22,1,0,1,Software Engineer,1,0,0,0,0,0,1,1,0,0,0
4646,53,2,0,5,Data Scientist,1,0,0,0,0,0,0,0,0,1,0
4647,53,1,0,0,Mechanical Engineer,0,0,1,0,0,0,1,0,0,0,1
4648,28,1,1,5,Sports Coach,0,0,0,0,0,0,1,0,0,0,0
4649,48,1,0,6,Data Scientist,0,0,1,0,1,0,0,0,0,0,1
4650,28,1,0,5,Graphic Designer,0,0,0,0,1,0,1,0,0,0,0
4651,40,2,0,3,Mechanical Engineer,1,1,0,0,0,0,0,0,0,1,0
4652,29,2,0,2,Sports Coach,1,0,0,0,0,0,0,1,0,1,0
4653,60,1,0,4,Software Engineer,0,1,1,0,0,0,1,0,0,0,1
4654,55,0,0,2,Data Scientist,1,0,0,0,0,0,0,1,0,0,0
4655,60,1,0,2,Doctor,0,0,0,0,0,0,1,0,1,0,0
4656,44,1,1,4,Software Engineer,0,0,1,0,0,0,0,1,0,0,0
4657,36,0,0,1,Mechanical Engineer,1,0,1,1,1,0,1,0,0,0,0
4658,40,2,0,0,Marketing Manager,0,1,0,0,0,1,0,0,1,0,1
4659,33,1,0,1,Teacher,0,1,0,1,0,0,0,0,0,0,1
4660,30,0,0,1,Software Engineer,1,0,1,0,0,0,0,0,1,1,0
4661,42,0,1,4,Mechanical Engineer,0,0,0,0,0,0,0,1,0,0,0
4662,33,0,0,5,Artist,0,0,0,0,0,1,0,0,1,1,0
4663,59,1,1,5,Teacher,1,1,0,0,0,0,1,0,0,0,1
4664,55,0,0,1,Teacher,1,0,0,0,1,1,1,0,0,1,0
4665,55,2,0,6,Doctor,0,0,0,1,0,0,1,0,0,0,0
4666,55,0,0,1,Sports Coach,0,0,1,0,0,0,1,0,0,1,1
4667,27,2,0,1,Data Scientist,0,0,0,1,0,0,1,0,0,0,0
4668,48,1,0,2,Software Engineer,1,0,1,0,1,1,0,0,0,0,0
4669,30,1,0,1,Data Scientist,0,1,1,0,1,0,1,0,0,0,0
4670,34,2,0,2,Doctor,0,0,1,0,1,0,0,0,0,0,0
4671,50,0,0,2,Sports Coach,0,0,0,0,0,0,0,1,0,1,0
4672,39,1,1,6,Marketing Manager,1,1,1,0,0,0,0,0,0,1,0
4673,60,2,0,0,Artist,0,1,0,0,0,0,0,1,0,0,1
4674,33,0,0,1,Artist,0,0,0,0,0,0,1,1,0,0,0
4675,23,0,0,5,Teacher,0,0,0,1,0,1,0,0,0,0,0
4676,31,2,0,2,Marketing Manager,0,0,1,0,0,0,0,0,1,1,0
4677,54,2,0,1,Sports Coach,0,0,1,0,0,1,0,0,1,0,0
4678,36,2,0,3,Marketing Manager,1,0,0,1,0,0,1,0,0,0,1
4679,55,2,1,2,Financial Analyst,0,0,0,1,0,1,0,0,0,0,0
4680,39,2,0,1,Graphic Designer,0,0,0,0,0,1,0,1,0,0,1
4681,41,0,0,5,Data Scientist,1,0,0,0,0,1,0,0,0,1,1
4682,22,1,0,5,Marketing Manager,0,1,0,0,1,0,1,0,1,0,0
4683,42,1,0,2,Artist,1,0,0,0,1,0,0,0,1,0,0
4684,28,1,1,3,Marketing Manager,1,0,0,0,0,1,1,1,0,0,0
4685,22,1,0,3,Teacher,0,0,0,0,0,0,1,0,0,0,1
4686,53,2,0,0,Financial Analyst,0,0,1,0,0,0,1,0,0,1,1
4687,37,1,0,6,Graphic Designer,1,0,0,0,0,0,0,1,0,0,0
4688,40,2,0,6,Data Scientist,0,0,0,0,0,0,0,0,1,1,0
4689,37,0,1,3,Artist,1,0,0,0,0,0,0,0,0,0,1
4690,44,1,1,5,Doctor,1,0,1,0,0,0,0,0,1,0,0
4691,44,0,1,5,Financial Analyst,0,0,1,0,0,1,0,0,0,0,0
4692,20,0,0,3,Software Engineer,0,1,0,0,0,1,1,0,0,1,0
4693,36,1,1,1,Data Scientist,0,0,1,0,0,0,0,0,0,0,1
4694,19,2,0,6,Graphic Designer,1,1,0,0,0,0,0,0,1,0,0
4695,54,1,1,6,Financial Analyst,0,0,0,0,0,1,1,0,0,0,0
4696,38,0,0,5,Sports Coach,0,0,0,0,1,0,1,0,0,0,0
4697,42,1,0,5,Sports Coach,0,0,0,1,0,0,1,0,1,0,0
4698,40,1,1,1,Doctor,1,0,0,0,0,0,0,0,0,0,0
4699,52,1,0,3,Artist,1,1,0,1,0,0,0,0,0,0,0
4700,54,1,0,6,Software Engineer,0,0,0,0,0,1,0,0,0,1,1
4701,35,2,0,1,Financial Analyst,1,1,0,0,0,1,0,0,1,1,0
4702,21,2,0,6,Software Engineer,1,1,0,0,0,0,0,0,1,0,1
4703,39,1,0,0,Doctor,1,0,0,0,1,0,0,0,0,0,0
4704,33,0,0,5,Doctor,1,0,0,0,1,0,0,0,0,0,0
4705,36,0,0,5,Doctor,0,1,0,0,0,1,0,0,1,1,0
4706,54,2,0,5,Doctor,0,1,0,0,0,0,0,0,0,0,1
4707,57,1,0,0,Marketing Manager,1,0,1,0,0,0,1,0,1,1,0
4708,58,1,0,1,Graphic Designer,0,1,1,1,0,0,0,0,0,1,0
4709,33,0,1,2,Doctor,0,0,1,0,0,0,0,0,0,0,1
4710,60,2,0,0,Artist,1,0,0,1,0,0,0,0,0,0,0
4711,56,0,0,0,Mechanical Engineer,0,1,1,0,0,0,1,0,0,1,1
4712,46,1,0,5,Marketing Manager,1,1,0,0,1,0,0,0,0,0,0
4713,51,0,0,2,Data Scientist,0,0,1,0,1,0,0,0,0,0,0
4714,47,2,0,6,Artist,0,1,0,1,1,0,1,0,0,0,0
4715,51,1,0,0,Data Scientist,1,1,0,0,0,0,0,0,1,0,0
4716,52,1,1,6,Doctor,0,1,0,0,1,0,0,0,0,0,0
4717,42,2,0,2,Artist,0,1,0,0,1,0,0,0,0,0,0
4718,43,2,0,6,Doctor,0,0,1,1,0,0,0,0,0,0,0
4719,31,0,0,6,Sports Coach,1,0,0,0,0,0,0,1,0,0,0
4720,31,0,0,3,Mechanical Engineer,0,0,0,0,0,1,1,0,0,1,0
4721,28,2,0,6,Mechanical Engineer,0,0,0,0,0,0,0,0,0,1,1
4722,57,2,1,3,Software Engineer,0,0,0,0,0,0,1,0,0,1,0
4723,42,0,0,4,Data Scientist,0,0,0,0,0,0,1,0,0,1,0
4724,20,2,0,2,Mechanical Engineer,0,0,1,1,0,0,0,1,0,0,0
4725,20,0,0,2,Software Engineer,0,0,1,0,0,0,1,1,0,0,1
4726,34,1,0,3,Teacher,1,0,1,0,0,0,0,1,0,0,0
4727,58,2,1,4,Graphic Designer,0,0,0,0,0,1,0,1,0,0,0
4728,26,0,1,1,Sports Coach,0,1,0,1,0,0,0,0,0,0,0
4729,39,2,0,4,Marketing Manager,0,0,1,0,0,0,1,0,0,0,1
4730,41,0,0,6,Software Engineer,1,0,1,0,0,0,0,1,0,1,0
4731,19,2,0,0,Software Engineer,0,0,1,0,1,0,1,0,0,0,0
4732,29,1,0,1,Data Scientist,0,0,1,0,0,1,0,1,0,0,0
4733,52,2,0,3,Marketing Manager,0,0,1,0,0,0,0,0,0,0,1
4734,31,2,0,6,Teacher,1,0,0,0,0,1,0,1,1,0,0
4735,43,1,0,0,Mechanical Engineer,1,1,0,1,0,0,0,0,0,0,0
4736,29,0,0,0,Doctor,1,0,0,0,0,0,0,1,0,0,1
4737,49,2,0,1,Software Engineer,1,1,1,1,0,0,0,0,1,0,0
4738,52,2,0,3,Data Scientist,0,0,1,0,0,0,1,0,1,0,1
4739,25,0,0,2,Software Engineer,0,1,0,0,0,0,0,1,0,0,1
4740,24,2,0,6,Software Engineer,0,1,1,0,0,0,0,1,0,0,0
4741,35,1,0,6,Artist,1,0,0,0,0,0,1,1,0,0,0
4742,56,2,0,6,Software Engineer,0,1,0,0,1,0,0,1,0,0,0
4743,55,0,0,3,Teacher,0,1,0,0,0,0,0,0,0,0,1
4744,57,2,0,2,Graphic Designer,0,1,0,0,0,0,0,1,0,0,0
4745,55,0,0,2,Mechanical Engineer,0,0,0,1,0,0,0,0,0,1,0
4746,30,2,0,3,Teacher,1,0,0,1,0,0,1,0,0,0,1
4747,46,1,0,6,Data Scientist,1,0,1,0,0,0,0,0,0,0,1
4748,18,0,0,1,Artist,0,0,0,1,0,0,0,1,0,0,0
4749,33,2,0,0,Teacher,0,0,1,0,0,0,0,0,1,0,0
4750,47,2,1,5,Mechanical Engineer,0,1,0,0,0,0,1,0,0,0,1
4751,42,2,0,4,Sports Coach,0,1,0,0,1,0,0,0,0,1,0
4752,32,0,0,3,Artist,1,1,0,1,0,0,0,0,0,1,0
4753,28,0,1,0,Graphic Designer,0,1,1,0,0,0,0,0,0,0,0
4754,40,0,0,5,Doctor,0,1,0,0,0,0,1,0,0,0,1
4755,20,1,0,5,Graphic Designer,0,1,0,0,1,0,0,1,0,0,0
4756,20,1,0,4,Software Engineer,0,0,1,1,0,0,0,0,0,0,0
4757,59,0,0,4,Sports Coach,0,0,1,0,0,1,0,0,1,0,0
4758,54,0,0,4,Mechanical Engineer,0,0,1,0,1,0,1,1,0,0,0
4759,32,1,0,2,Mechanical Engineer,1,1,1,0,1,0,0,1,0,0,0
4760,54,1,0,3,Marketing Manager,1,0,0,1,0,0,0,1,0,0,0
4761,41,0,0,3,Doctor,0,0,0,0,0,0,0,1,0,0,0
4762,46,0,1,4,Data Scientist,0,1,0,0,0,0,1,0,0,0,0
4763,38,0,0,1,Financial Analyst,0,0,0,0,0,1,0,0,1,0,1
4764,49,1,1,5,Data Scientist,0,1,0,0,1,0,0,0,0,0,0
4765,59,0,0,0,Mechanical Engineer,1,1,0,0,1,0,0,1,0,0,0
4766,20,0,0,6,Data Scientist,0,0,0,0,0,0,0,0,0,1,0
4767,33,0,0,6,Sports Coach,0,0,1,0,0,1,0,1,0,0,1
4768,19,0,1,5,Software Engineer,1,1,0,0,0,0,0,0,0,0,1
4769,24,0,1,3,Doctor,0,0,1,0,0,1,1,1,0,0,0
4770,56,1,0,4,Artist,0,1,0,0,1,0,0,0,0,1,0
4771,20,1,1,3,Artist,0,0,0,0,0,0,1,0,0,0,0
4772,33,2,1,4,Graphic Designer,0,0,1,0,0,1,0,0,0,0,0
4773,19,1,0,1,Graphic Designer,0,0,0,0,1,1,0,0,0,0,1
4774,55,0,0,6,Mechanical Engineer,0,0,0,1,0,1,1,0,0,0,0
4775,47,2,0,4,Data Scientist,0,0,1,1,0,0,1,0,0,0,1
4776,47,0,1,4,Graphic Designer,0,1,1,0,0,0,1,0,0,0,0
4777,60,1,0,2,Marketing Manager,0,0,1,0,0,0,0,0,1,1,0
4778,57,2,0,0,Data Scientist,1,0,0,0,0,0,0,0,1,0,0
4779,53,2,0,5,Data Scientist,0,0,0,1,0,0,1,0,0,0,0
4780,31,1,0,5,Sports Coach,0,1,0,1,0,0,0,1,0,0,0
4781,34,1,0,3,Financial Analyst,1,1,0,0,0,1,0,0,0,1,0
4782,56,0,0,1,Mechanical Engineer,0,1,0,1,0,0,1,0,0,0,0
4783,29,2,0,4,Software Engineer,1,1,0,0,0,1,0,1,0,0,0
4784,30,2,0,0,Financial Analyst,0,0,0,0,0,0,0,0,0,0,1
4785,57,1,1,3,Mechanical Engineer,0,0,0,0,0,0,0,0,0,1,0
4786,25,2,0,2,Financial Analyst,0,0,0,0,1,0,1,1,0,0,0
4787,49,1,0,6,Financial Analyst,1,0,0,0,1,0,0,0,0,0,0
4788,22,1,1,1,Financial Analyst,1,0,0,0,0,1,0,1,0,0,0
4789,42,2,0,3,Software Engineer,0,0,1,1,0,0,0,0,0,0,0
4790,47,1,0,0,Marketing Manager,1,0,0,0,0,0,0,0,0,0,1
4791,31,0,0,5,Graphic Designer,1,0,1,0,0,1,0,0,1,1,0
4792,55,0,0,0,Mechanical Engineer,1,0,0,0,1,0,0,0,0,0,0
4793,48,2,0,3,Sports Coach,0,1,0,0,0,0,0,1,0,1,0
4794,48,1,0,6,Mechanical Engineer,0,1,0,0,1,0,1,0,0,0,0
4795,50,1,0,4,Doctor,0,0,0,0,0,1,0,1,0,0,1
4796,45,1,1,4,Doctor,0,0,0,0,1,1,0,0,0,0,0
4797,35,1,1,1,Financial Analyst,1,1,0,0,0,0,1,0,0,1,0
4798,36,1,0,6,Financial Analyst,0,0,0,0,0,0,0,1,0,0,0
4799,36,0,0,0,Financial Analyst,0,0,1,1,0,1,0,0,0,0,1
4800,58,0,1,2,Data Scientist,1,0,0,0,0,0,0,1,0,0,0
4801,18,1,0,5,Data Scientist,1,0,1,0,1,0,0,0,0,0,0
4802,24,0,0,0,Teacher,1,0,0,1,0,1,0,0,0,1,0
4803,26,0,0,1,Doctor,0,0,0,0,0,1,0,1,0,0,0
4804,25,2,1,5,Doctor,0,0,1,0,0,0,1,0,0,0,0
4805,47,2,0,3,Graphic Designer,0,0,0,0,0,0,1,1,0,0,0
4806,43,0,0,2,Teacher,0,0,0,0,1,1,0,0,0,0,0
4807,31,0,0,1,Doctor,0,1,0,0,1,1,1,0,0,0,0
4808,41,0,1,2,Data Scientist,1,0,0,0,0,0,0,0,0,0,0
4809,18,1,1,0,Artist,1,0,0,1,0,0,1,0,0,0,0
4810,20,2,0,3,Mechanical Engineer,0,0,0,0,1,0,1,0,0,1,0
4811,26,0,0,2,Graphic Designer,0,0,0,0,0,0,1,1,0,0,0
4812,28,1,0,3,Graphic Designer,0,0,1,1,0,0,0,0,0,0,0
4813,19,2,0,6,Data Scientist,1,0,1,0,0,0,0,0,0,1,0
4814,27,1,0,4,Sports Coach,1,1,0,0,1,0,1,0,0,0,0
4815,37,2,0,1,Financial Analyst,0,1,0,0,0,0,1,0,0,0,1
4816,39,2,0,4,Graphic Designer,0,0,0,0,0,1,0,0,0,0,1
4817,33,2,0,2,Financial Analyst,0,0,1,0,0,0,1,0,0,1,0
4818,44,2,1,0,Marketing Manager,1,0,1,0,0,0,0,0,1,0,0
4819,53,0,0,2,Marketing Manager,0,0,0,0,0,0,0,1,0,0,0
4820,58,0,0,2,Artist,0,0,0,0,0,0,0,1,0,0,0
4821,49,2,0,3,Doctor,1,1,1,1,0,0,0,0,1,0,0
4822,51,0,1,1,Mechanical Engineer,0,1,0,0,0,0,0,0,0,0,0
4823,32,1,0,1,Software Engineer,1,0,0,0,0,1,0,0,0,1,1
4824,48,0,0,0,Doctor,1,0,0,0,0,1,0,0,0,1,0
4825,58,0,0,5,Sports Coach,0,1,0,0,0,0,0,0,0,1,0
4826,42,1,1,2,Software Engineer,1,0,0,0,0,1,1,0,0,0,0
4827,22,2,0,4,Sports Coach,0,0,1,0,0,1,0,0,0,0,1
4828,36,2,0,1,Financial Analyst,0,1,0,0,0,0,1,0,0,1,0
4829,20,1,0,1,Teacher,0,1,0,0,1,0,0,0,0,0,0
4830,20,1,0,2,Teacher,1,1,0,0,0,0,0,1,0,1,0
4831,50,2,0,5,Marketing Manager,0,0,0,0,0,0,0,0,1,0,0
4832,51,0,0,5,Data Scientist,0,0,0,0,0,0,1,1,0,0,0
4833,54,2,0,2,Graphic Designer,1,0,0,0,0,0,1,0,0,0,1
4834,38,2,0,2,Artist,0,0,1,0,0,0,1,1,0,0,0
4835,58,1,0,6,Mechanical Engineer,0,0,0,0,0,1,0,1,0,0,0
4836,37,2,0,2,Artist,1,0,0,1,0,1,1,0,1,0,0
4837,30,0,0,6,Marketing Manager,0,1,0,0,1,0,0,0,0,1,0
4838,26,2,0,1,Software Engineer,0,0,0,0,1,0,1,0,0,0,0
4839,30,2,1,5,Doctor,1,1,1,0,0,0,0,0,0,1,0
4840,25,2,0,6,Graphic Designer,1,0,0,0,0,0,0,1,0,0,1
4841,28,2,0,1,Teacher,1,0,0,0,1,0,1,0,0,0,1
4842,34,2,0,0,Software Engineer,0,0,1,0,0,0,0,0,1,1,0
4843,43,1,1,6,Sports Coach,1,0,0,0,0,1,0,1,0,0,0
4844,42,0,0,5,Financial Analyst,0,1,1,0,0,0,0,0,0,1,0
4845,22,1,1,4,Marketing Manager,1,0,0,0,1,0,0,0,0,0,0
4846,42,0,0,6,Software Engineer,0,1,0,1,0,0,0,1,0,0,0
4847,56,2,0,6,Software Engineer,1,1,0,0,0,0,0,0,0,1,1
4848,54,0,0,1,Data Scientist,1,0,0,0,1,0,0,0,0,0,0
4849,29,1,0,6,Marketing Manager,1,0,1,0,1,1,0,0,0,0,0
4850,43,1,0,0,Graphic Designer,0,0,1,0,0,1,0,0,0,1,0
4851,57,0,1,2,Artist,0,1,0,0,0,0,0,0,1,0,0
4852,20,0,1,1,Marketing Manager,0,1,1,0,0,0,0,0,1,0,0
4853,52,2,0,4,Artist,1,0,1,0,1,0,1,0,0,0,0
4854,32,1,0,1,Teacher,0,0,1,1,0,0,1,1,0,0,0
4855,29,2,0,3,Graphic Designer,1,0,0,0,0,1,0,1,0,0,0
4856,50,1,1,6,Mechanical Engineer,0,0,1,0,0,0,0,1,0,0,0
4857,31,2,0,5,Doctor,0,0,1,0,1,0,1,0,0,0,1
4858,21,0,1,4,Sports Coach,0,1,1,0,0,0,0,0,0,0,0
4859,50,1,0,4,Artist,0,1,0,1,1,1,0,0,0,0,0
4860,20,2,0,6,Marketing Manager,1,0,0,0,0,0,0,0,0,1,0
4861,29,2,0,2,Financial Analyst,1,0,0,0,0,0,0,0,0,0,1
4862,53,0,0,4,Mechanical Engineer,0,1,0,1,0,1,0,0,0,0,0
4863,47,0,0,2,Graphic Designer,1,0,0,0,0,0,0,0,0,1,0
4864,22,0,1,2,Teacher,1,0,0,0,0,0,1,0,0,0,1
4865,57,1,0,0,Data Scientist,0,1,0,0,1,0,0,0,1,0,0
4866,51,2,1,4,Marketing Manager,0,0,0,0,0,1,0,0,0,0,1
4867,19,0,0,0,Financial Analyst,0,1,1,0,1,0,0,0,0,0,0
4868,32,0,0,4,Artist,0,0,1,0,0,0,1,0,0,1,0
4869,48,2,0,2,Data Scientist,1,0,0,0,0,0,0,0,0,1,1
4870,27,2,1,4,Data Scientist,1,0,0,0,0,0,0,0,0,0,0
4871,42,1,0,3,Doctor,0,0,0,0,1,0,1,0,0,0,1
4872,26,1,0,6,Artist,0,0,0,0,0,1,1,1,0,0,1
4873,24,0,0,4,Artist,1,0,0,0,0,0,0,0,1,0,0
4874,33,1,0,0,Graphic Designer,0,1,0,0,0,0,0,1,0,0,0
4875,39,2,0,0,Data Scientist,0,0,0,0,0,0,1,1,0,0,0
4876,21,1,1,2,Financial Analyst,0,0,1,0,0,0,0,0,1,0,0
4877,53,2,0,1,Doctor,0,0,1,0,0,0,0,1,0,1,0
4878,30,2,1,5,Artist,0,0,0,0,0,0,0,1,0,0,0
4879,35,2,0,4,Mechanical Engineer,0,1,0,1,0,0,1,0,0,0,0
4880,38,2,1,0,Marketing Manager,1,0,0,0,1,0,0,0,0,0,0
4881,57,1,0,0,Doctor,0,0,1,0,0,0,1,1,1,0,0
4882,56,1,0,5,Sports Coach,0,0,0,1,0,1,0,0,0,0,0
4883,49,2,0,4,Data Scientist,0,0,0,0,0,0,0,0,1,0,0
4884,48,2,0,2,Teacher,0,0,0,1,0,0,1,0,0,0,0
4885,36,2,0,0,Financial Analyst,0,1,0,0,1,1,0,0,0,1,0
4886,49,1,0,1,Marketing Manager,0,0,1,0,1,1,0,0,0,1,0
4887,34,0,0,3,Mechanical Engineer,0,0,1,1,0,0,0,0,0,1,0
4888,23,1,0,4,Marketing Manager,0,0,0,0,0,0,1,1,0,0,0
4889,52,1,0,3,Mechanical Engineer,0,0,0,1,0,0,0,0,0,1,0
4890,24,1,0,2,Artist,1,0,1,0,0,1,0,0,0,0,1
4891,48,2,0,5,Mechanical Engineer,0,0,0,0,0,1,0,1,0,0,0
4892,32,2,0,1,Graphic Designer,0,0,0,0,0,0,1,0,1,1,0
4893,58,1,0,1,Artist,0,0,0,0,0,0,0,0,0,1,0
4894,27,2,0,6,Marketing Manager,0,1,1,0,0,0,1,0,0,1,0
4895,52,1,0,6,Doctor,0,0,0,0,0,0,1,1,0,1,0
4896,55,0,1,3,Marketing Manager,0,0,0,0,1,1,0,0,0,0,0
4897,41,1,0,4,Graphic Designer,0,0,1,0,0,0,0,0,1,0,1
4898,35,1,0,3,Artist,0,0,1,0,0,0,1,0,0,0,1
4899,48,1,0,6,Graphic Designer,0,0,1,0,0,0,0,0,1,0,0
4900,28,1,0,2,Financial Analyst,0,1,0,0,0,0,1,1,0,0,0
4901,60,0,1,3,Marketing Manager,1,0,0,0,0,0,1,0,0,0,1
4902,37,0,0,2,Sports Coach,0,0,0,1,0,1,0,1,0,0,0
4903,47,2,0,2,Software Engineer,0,1,0,0,0,0,1,1,0,1,0
4904,33,0,0,4,Artist,0,0,0,0,0,1,1,0,1,1,0
4905,50,2,0,5,Marketing Manager,1,0,0,0,0,0,0,0,0,0,1
4906,42,1,0,4,Marketing Manager,0,0,0,0,0,0,0,1,1,0,0
4907,28,0,0,1,Marketing Manager,0,1,1,0,1,0,0,0,0,0,1
4908,54,1,0,4,Artist,0,0,0,1,0,1,1,0,0,0,0
4909,46,1,0,5,Marketing Manager,0,1,1,1,0,0,0,0,0,0,0
4910,41,2,1,2,Mechanical Engineer,1,0,1,0,0,1,0,0,0,1,0
